ID,window,serviceby,testID,job_size,in_Queue_time,out_Queue_time,out_Server_time,queueing_time,response_time,isFinished
4,0,cm_01,20150629-213051 pm,1.9360225429888462,1435627854.765752,1435627854.766986,1435627856.703695,0.001233816146850586,1.9379429817199707,1
8,0,cm_01,20150629-213051 pm,0.6258352026117084,1435627855.33519,1435627856.704788,1435627857.331549,1.3695979118347168,1.996358871459961,1
10,0,cm_02,20150629-213051 pm,13.235552383601835,1435627856.438048,1435627856.438999,1435627869.687876,0.0009510517120361328,13.249828100204468,1
15,0,cm_01,20150629-213051 pm,0.35727833420003474,1435627858.360887,1435627858.363934,1435627858.721906,0.0030469894409179688,0.3610188961029053,1
19,0,cm_01,20150629-213051 pm,0.3550639316087747,1435627859.59983,1435627859.601992,1435627859.957645,0.0021619796752929688,0.3578150272369385,1
23,0,cm_01,20150629-213051 pm,0.6471052607322261,1435627861.215786,1435627861.217231,1435627861.865798,0.0014450550079345703,0.6500120162963867,1
27,0,cm_01,20150629-213051 pm,2.351064624591956,1435627865.315392,1435627865.317199,1435627867.670835,0.0018069744110107422,2.355443000793457,1
31,0,cm_01,20150629-213051 pm,4.215089812943718,1435627867.548175,1435627867.671868,1435627871.887685,0.12369298934936523,4.339509963989258,1
32,0,cm_02,20150629-213051 pm,0.4699404343113047,1435627867.655954,1435627869.689084,1435627870.159771,2.033130168914795,2.503817081451416,1
36,0,cm_01,20150629-213051 pm,0.3445447151985248,1435627868.792544,1435627871.888524,1435627872.233605,3.095980167388916,3.441061019897461,1
38,0,cm_03,20150629-213051 pm,2.0178912006503693,1435627869.269705,1435627869.270274,1435627871.29115,0.0005688667297363281,2.0214450359344482,1
40,0,cm_02,20150629-213051 pm,1.4479789056610906,1435627870.543302,1435627870.544085,1435627871.995564,0.0007829666137695312,1.4522619247436523,1
45,0,cm_01,20150629-213051 pm,5.741754577633612,1435627873.392609,1435627873.393805,1435627879.142995,0.001196146011352539,5.7503862380981445,1
49,0,cm_01,20150629-213051 pm,5.701476355222075,1435627875.57325,1435627879.143993,1435627884.851356,3.5707428455352783,9.278105974197388,1
50,0,cm_02,20150629-213051 pm,0.06564100489732372,1435627875.582455,1435627875.584962,1435627875.651038,0.0025069713592529297,0.06858301162719727,1
52,0,cm_02,20150629-213051 pm,0.484170337243794,1435627876.419881,1435627876.420652,1435627876.906106,0.0007708072662353516,0.486224889755249,1
54,0,cm_02,20150629-213051 pm,1.8466148946254073,1435627877.326187,1435627877.327614,1435627879.176317,0.0014271736145019531,1.8501300811767578,1
56,0,cm_02,20150629-213051 pm,3.678244513641485,1435627878.384144,1435627879.177314,1435627882.859412,0.7931699752807617,4.4752678871154785,1
60,0,cm_01,20150629-213051 pm,0.35499982965593957,1435627881.908381,1435627884.852262,1435627885.207809,2.943881034851074,3.2994279861450195,1
62,0,cm_02,20150629-213051 pm,0.5702433216050871,1435627882.740475,1435627882.8603,1435627883.431284,0.11982512474060059,0.6908090114593506,1
64,0,cm_02,20150629-213051 pm,4.823982350038775,1435627884.394257,1435627884.39556,1435627889.223687,0.001302957534790039,4.829429864883423,1
68,0,cm_01,20150629-213051 pm,0.1114786323520296,1435627885.8294,1435627885.832111,1435627885.944089,0.0027108192443847656,0.11468887329101562,1
72,0,cm_01,20150629-213051 pm,0.39340934924737225,1435627887.803958,1435627887.805228,1435627888.199216,0.0012700557708740234,0.39525794982910156,1
76,0,cm_01,20150629-213051 pm,0.013091071126308584,1435627890.716485,1435627890.719876,1435627890.737088,0.0033910274505615234,0.020602941513061523,1
80,0,cm_01,20150629-213051 pm,0.2932163201055564,1435627892.572109,1435627892.572625,1435627892.866692,0.0005159378051757812,0.2945830821990967,1
84,0,cm_01,20150629-213051 pm,4.6532428268769666,1435627895.272116,1435627895.273347,1435627899.931437,0.0012309551239013672,4.659321069717407,1
88,0,cm_01,20150629-213051 pm,1.115679794288659,1435627898.69608,1435627899.932504,1435627901.049482,1.2364239692687988,2.3534021377563477,1
90,0,cm_02,20150629-213051 pm,0.08813640658035582,1435627898.981471,1435627898.982992,1435627899.075362,0.0015208721160888672,0.09389090538024902,1
92,0,cm_02,20150629-213051 pm,3.967716127627682,1435627899.074167,1435627899.075832,1435627903.047705,0.001664876937866211,3.9735379219055176,1
97,0,cm_01,20150629-213051 pm,3.670179028182055,1435627901.724216,1435627901.725481,1435627905.399559,0.0012650489807128906,3.6753430366516113,1
101,0,cm_01,20150629-213051 pm,0.5861131731189784,1435627903.038458,1435627905.401508,1435627905.988534,2.3630499839782715,2.95007586479187,1
102,0,cm_02,20150629-213051 pm,12.660723585640225,1435627903.752527,1435627903.754143,1435627916.423786,0.0016160011291503906,12.671258926391602,1
104,0,cm_02,20150629-213051 pm,8.103774527506598,1435627905.102205,1435627916.425396,1435627924.535733,11.323190927505493,19.433527946472168,1
108,0,cm_01,20150629-213051 pm,0.4555515868726472,1435627907.756438,1435627907.75847,1435627908.224738,0.002032041549682617,0.46829986572265625,1
112,0,cm_01,20150629-213051 pm,0.050023032839116466,1435627908.240018,1435627908.242642,1435627908.293016,0.002624034881591797,0.05299806594848633,1
116,0,cm_01,20150629-213051 pm,4.699336838411726,1435627911.152488,1435627911.15427,1435627915.858533,0.0017819404602050781,4.706044912338257,1
120,0,cm_01,20150629-213051 pm,2.8387465768494393,1435627912.380637,1435627915.860117,1435627918.699729,3.479480028152466,6.319092035293579,1
122,0,cm_03,20150629-213051 pm,1.3877615080788246,1435627912.750447,1435627912.750841,1435627914.142244,0.00039386749267578125,1.3917970657348633,1
124,0,cm_03,20150629-213051 pm,0.21526074153551256,1435627912.981129,1435627914.14485,1435627914.360705,1.1637210845947266,1.3795759677886963,1
129,1,cm_03,20150629-213051 pm,1.2394745985147004,1435627914.568593,1435627914.569116,1435627915.811783,0.0005230903625488281,1.243190050125122,1
