ID,window,serviceby,testID,job_size,in_Queue_time,out_Queue_time,out_Server_time,queueing_time,response_time,isFinished
2,0,cm_01,20150629-064610 am,1.0,1435574775.085064,1435574775.086094,1435574776.087339,0.00102996826171875,1.002274990081787,1
4,0,cm_01,20150629-064610 am,1.0,1435574776.394855,1435574776.397883,1435574777.39905,0.0030279159545898438,1.004194974899292,1
6,0,cm_01,20150629-064610 am,1.0,1435574776.847224,1435574777.400039,1435574778.401087,0.5528149604797363,1.5538630485534668,1
7,0,cm_02,20150629-064610 am,1.0,1435574777.068693,1435574777.069211,1435574778.071904,0.0005180835723876953,1.0032110214233398,1
9,0,cm_01,20150629-064610 am,1.0,1435574778.216373,1435574778.402695,1435574779.403955,0.18632197380065918,1.187582015991211,1
11,0,cm_01,20150629-064610 am,1.0,1435574779.338747,1435574779.404958,1435574780.406158,0.06621098518371582,1.067410945892334,1
13,0,cm_01,20150629-064610 am,1.0,1435574779.750065,1435574780.408049,1435574781.409075,0.6579840183258057,1.6590099334716797,1
15,0,cm_01,20150629-064610 am,1.0,1435574781.636676,1435574781.645186,1435574782.646433,0.00850987434387207,1.0097570419311523,1
17,0,cm_01,20150629-064610 am,1.0,1435574783.829545,1435574783.830705,1435574784.831962,0.0011599063873291016,1.0024170875549316,1
19,0,cm_01,20150629-064610 am,1.0,1435574785.294626,1435574785.295804,1435574786.296953,0.0011780261993408203,1.0023269653320312,1
21,0,cm_01,20150629-064610 am,1.0,1435574787.257385,1435574787.261565,1435574788.262715,0.004179954528808594,1.0053300857543945,1
23,0,cm_01,20150629-064610 am,1.0,1435574787.466182,1435574788.263627,1435574789.264783,0.7974450588226318,1.7986009120941162,1
24,0,cm_02,20150629-064610 am,1.0,1435574787.683956,1435574787.684996,1435574788.686179,0.0010399818420410156,1.002223014831543,1
26,0,cm_01,20150629-064610 am,1.0,1435574789.070235,1435574789.265799,1435574790.26695,0.19556403160095215,1.1967148780822754,1
28,0,cm_01,20150629-064610 am,1.0,1435574790.399362,1435574790.401641,1435574791.40246,0.0022788047790527344,1.0030980110168457,1
30,0,cm_01,20150629-064610 am,1.0,1435574790.899771,1435574791.403462,1435574792.404146,0.5036909580230713,1.5043749809265137,1
32,0,cm_01,20150629-064610 am,1.0,1435574792.56592,1435574792.569942,1435574793.571324,0.004021883010864258,1.005403995513916,1
34,0,cm_01,20150629-064610 am,1.0,1435574794.324738,1435574794.325809,1435574795.32701,0.0010709762573242188,1.0022718906402588,1
36,0,cm_01,20150629-064610 am,1.0,1435574794.851706,1435574795.328136,1435574796.329138,0.47642993927001953,1.4774320125579834,1
37,0,cm_02,20150629-064610 am,1.0,1435574795.206963,1435574795.20793,1435574796.209123,0.0009670257568359375,1.002159833908081,1
39,0,cm_01,20150629-064610 am,1.0,1435574796.127162,1435574796.330161,1435574797.331342,0.20299911499023438,1.2041800022125244,1
40,0,cm_02,20150629-064610 am,1.0,1435574796.239889,1435574796.240697,1435574797.241243,0.0008080005645751953,1.0013539791107178,1
42,0,cm_01,20150629-064610 am,1.0,1435574796.639303,1435574797.332437,1435574798.333693,0.693134069442749,1.694390058517456,1
43,0,cm_02,20150629-064610 am,1.0,1435574797.20624,1435574797.243175,1435574798.244436,0.03693509101867676,1.038196086883545,1
45,0,cm_01,20150629-064610 am,1.0,1435574797.544992,1435574798.335389,1435574799.336781,0.7903969287872314,1.7917890548706055,1
46,0,cm_02,20150629-064610 am,1.0,1435574797.794555,1435574798.246291,1435574799.247898,0.4517359733581543,1.453343152999878,1
47,0,cm_03,20150629-064610 am,1.0,1435574797.836747,1435574797.839987,1435574798.841434,0.0032401084899902344,1.0046870708465576,1
48,0,cm_03,20150629-064610 am,1.0,1435574797.968271,1435574798.842919,1435574799.844121,0.8746480941772461,1.875849962234497,1
50,0,cm_01,20150629-064610 am,1.0,1435574798.858878,1435574799.33846,1435574800.339786,0.4795820713043213,1.4809081554412842,1
51,0,cm_02,20150629-064610 am,1.0,1435574798.920878,1435574799.250042,1435574800.251389,0.3291640281677246,1.3305110931396484,1
52,0,cm_03,20150629-064610 am,1.0,1435574799.145722,1435574799.845152,1435574800.846373,0.699429988861084,1.7006511688232422,1
54,0,cm_01,20150629-064610 am,1.0,1435574799.18056,1435574800.340836,1435574801.342053,1.160275936126709,2.1614928245544434,1
55,0,cm_02,20150629-064610 am,1.0,1435574799.387333,1435574800.252487,1435574801.253728,0.8651540279388428,1.8663949966430664,1
57,0,cm_03,20150629-064610 am,1.0,1435574799.935981,1435574800.84737,1435574801.848633,0.9113888740539551,1.9126520156860352,1
58,0,cm_01,20150629-064610 am,1.0,1435574800.673973,1435574801.343016,1435574802.344234,0.6690428256988525,1.6702609062194824,1
59,0,cm_02,20150629-064610 am,1.0,1435574800.949835,1435574801.254999,1435574802.256232,0.3051638603210449,1.3063969612121582,1
60,0,cm_03,20150629-064610 am,1.0,1435574801.013667,1435574801.850499,1435574802.851941,0.83683180809021,1.8382740020751953,1
62,0,cm_01,20150629-064610 am,1.0,1435574801.929925,1435574802.346041,1435574803.347355,0.41611599922180176,1.4174299240112305,1
63,0,cm_02,20150629-064610 am,1.0,1435574802.010063,1435574802.258157,1435574803.259473,0.2480940818786621,1.2494101524353027,1
65,0,cm_01,20150629-064610 am,1.0,1435574803.084379,1435574803.34944,1435574804.350824,0.2650611400604248,1.2664451599121094,1
66,0,cm_02,20150629-064610 am,1.0,1435574803.216447,1435574803.260891,1435574804.26235,0.04444384574890137,1.045902967453003,1
68,0,cm_01,20150629-064610 am,1.0,1435574804.901509,1435574804.901759,1435574805.90406,0.0002498626708984375,1.0025508403778076,1
70,0,cm_01,20150629-064610 am,1.0,1435574805.257467,1435574805.905823,1435574806.907107,0.6483559608459473,1.6496400833129883,1
71,0,cm_02,20150629-064610 am,1.0,1435574805.500412,1435574805.502192,1435574806.503457,0.0017800331115722656,1.0030450820922852,1
72,0,cm_02,20150629-064610 am,1.0,1435574805.700638,1435574806.504658,1435574807.505902,0.8040199279785156,1.8052639961242676,1
73,0,cm_03,20150629-064610 am,1.0,1435574805.752954,1435574805.753595,1435574806.757068,0.0006411075592041016,1.0041139125823975,1
74,0,cm_03,20150629-064610 am,1.0,1435574805.814316,1435574806.758049,1435574807.759278,0.9437329769134521,1.9449620246887207,1
76,0,cm_01,20150629-064610 am,1.0,1435574806.116994,1435574806.908054,1435574807.909106,0.791060209274292,1.792112112045288,1
78,0,cm_01,20150629-064610 am,1.0,1435574807.501187,1435574807.911088,1435574808.912455,0.4099009037017822,1.4112679958343506,1
79,0,cm_02,20150629-064610 am,1.0,1435574807.54374,1435574807.544157,1435574808.545877,0.0004169940948486328,1.0021369457244873,1
80,0,cm_02,20150629-064610 am,1.0,1435574807.833426,1435574808.547081,1435574809.548272,0.7136549949645996,1.714845895767212,1
82,0,cm_01,20150629-064610 am,1.0,1435574808.749352,1435574808.913584,1435574809.91478,0.1642320156097412,1.1654279232025146,1
84,0,cm_01,20150629-064610 am,1.0,1435574809.193618,1435574809.915775,1435574810.916988,0.7221570014953613,1.723369836807251,1
85,0,cm_02,20150629-064610 am,1.0,1435574809.486305,1435574809.54935,1435574810.550563,0.06304502487182617,1.064258098602295,1
87,0,cm_01,20150629-064610 am,1.0,1435574809.983304,1435574810.918012,1435574811.919173,0.9347078800201416,1.9358689785003662,1
88,0,cm_02,20150629-064610 am,1.0,1435574810.478175,1435574810.551684,1435574811.55294,0.07350897789001465,1.0747649669647217,1
89,0,cm_02,20150629-064610 am,1.0,1435574810.722051,1435574811.55622,1435574812.557744,0.8341691493988037,1.835693120956421,1
90,0,cm_03,20150629-064610 am,1.0,1435574810.740469,1435574810.741585,1435574811.74346,0.001116037368774414,1.002990961074829,1
92,0,cm_01,20150629-064610 am,1.0,1435574811.699019,1435574811.920733,1435574812.921073,0.22171401977539062,1.2220540046691895,1
94,0,cm_01,20150629-064610 am,1.0,1435574813.032237,1435574813.034403,1435574814.035767,0.0021660327911376953,1.0035300254821777,1
96,0,cm_01,20150629-064610 am,1.0,1435574813.768897,1435574814.037459,1435574815.038748,0.26856184005737305,1.2698509693145752,1
98,0,cm_01,20150629-064610 am,1.0,1435574816.256964,1435574816.257522,1435574817.258839,0.0005581378936767578,1.0018749237060547,1
100,0,cm_01,20150629-064610 am,1.0,1435574816.997698,1435574817.25993,1435574818.261154,0.26223182678222656,1.263455867767334,1
101,0,cm_02,20150629-064610 am,1.0,1435574817.189421,1435574817.190362,1435574818.191533,0.0009410381317138672,1.0021121501922607,1
103,0,cm_01,20150629-064610 am,1.0,1435574817.856508,1435574818.262142,1435574819.263378,0.40563392639160156,1.406869888305664,1
104,0,cm_02,20150629-064610 am,1.0,1435574817.879837,1435574818.192989,1435574819.194397,0.3131520748138428,1.3145599365234375,1
105,0,cm_03,20150629-064610 am,1.0,1435574817.975104,1435574817.976156,1435574818.977868,0.0010519027709960938,1.0027639865875244,1
106,0,cm_03,20150629-064610 am,1.0,1435574818.09977,1435574818.980013,1435574819.981438,0.8802428245544434,1.8816678524017334,1
108,0,cm_01,20150629-064610 am,1.0,1435574818.713982,1435574819.264493,1435574820.265746,0.5505108833312988,1.5517640113830566,1
109,0,cm_02,20150629-064610 am,1.0,1435574818.838468,1435574819.196841,1435574820.198418,0.35837292671203613,1.3599498271942139,1
111,0,cm_01,20150629-064610 am,1.0,1435574819.355135,1435574820.268098,1435574821.269617,0.9129631519317627,1.9144821166992188,1
112,0,cm_02,20150629-064610 am,1.0,1435574819.82427,1435574820.199852,1435574821.201197,0.3755819797515869,1.3769268989562988,1
114,0,cm_01,20150629-064610 am,1.0,1435574820.639779,1435574821.271536,1435574822.272854,0.6317570209503174,1.6330749988555908,1
115,0,cm_02,20150629-064610 am,1.0,1435574821.02593,1435574821.20278,1435574822.204219,0.1768500804901123,1.1782891750335693,1
116,0,cm_03,20150629-064610 am,1.0,1435574821.129908,1435574821.13056,1435574822.13295,0.0006518363952636719,1.0030419826507568,1
118,0,cm_01,20150629-064610 am,1.0,1435574822.558065,1435574822.558493,1435574823.561102,0.0004279613494873047,1.0030369758605957,1
120,0,cm_01,20150629-064610 am,1.0,1435574822.874973,1435574823.562502,1435574824.563712,0.6875288486480713,1.6887388229370117,1
122,0,cm_01,20150629-064610 am,1.0,1435574824.313058,1435574824.564995,1435574825.566186,0.2519371509552002,1.2531280517578125,1
124,0,cm_01,20150629-064610 am,1.0,1435574825.539706,1435574825.567413,1435574826.568745,0.02770709991455078,1.029038906097412,1
126,0,cm_01,20150629-064610 am,1.0,1435574825.643628,1435574826.570617,1435574827.572,0.9269890785217285,1.9283721446990967,1
127,0,cm_02,20150629-064610 am,1.0,1435574826.150296,1435574826.152213,1435574827.153493,0.001917123794555664,1.0031969547271729,1
128,0,cm_02,20150629-064610 am,1.0,1435574826.269694,1435574827.154491,1435574828.155654,0.8847968578338623,1.8859598636627197,1
130,0,cm_01,20150629-064610 am,1.0,1435574827.093508,1435574827.573066,1435574828.574244,0.47955799102783203,1.4807360172271729,1
131,0,cm_02,20150629-064610 am,1.0,1435574827.528782,1435574828.156686,1435574829.157875,0.6279041767120361,1.6290931701660156,1
133,0,cm_01,20150629-064610 am,1.0,1435574828.185551,1435574828.57539,1435574829.576582,0.38983917236328125,1.39103102684021,1
135,0,cm_01,20150629-064610 am,1.0,1435574829.942815,1435574829.944887,1435574830.946325,0.002071857452392578,1.0035099983215332,1
137,0,cm_01,20150629-064610 am,1.0,1435574831.260807,1435574831.261763,1435574832.262901,0.0009560585021972656,1.002094030380249,1
139,1,cm_01,20150629-064610 am,1.0,1435574832.074892,1435574832.263815,1435574833.264972,0.18892288208007812,1.190079927444458,1
141,1,cm_01,20150629-064610 am,1.0,1435574833.167765,1435574833.265896,1435574834.267041,0.09813117980957031,1.099276065826416,1
142,1,cm_02,20150629-064610 am,1.0,1435574833.217168,1435574833.217464,1435574834.218844,0.00029587745666503906,1.0016758441925049,1
144,1,cm_01,20150629-064610 am,1.0,1435574834.991833,1435574834.992773,1435574835.993981,0.0009400844573974609,1.002147912979126,1
146,1,cm_01,20150629-064610 am,1.0,1435574835.692909,1435574835.995297,1435574836.996624,0.30238795280456543,1.3037149906158447,1
147,1,cm_02,20150629-064610 am,1.0,1435574835.908895,1435574835.910906,1435574836.912259,0.0020110607147216797,1.003364086151123,1
149,1,cm_01,20150629-064610 am,1.0,1435574836.066271,1435574836.997789,1435574837.999036,0.9315178394317627,1.932765007019043,1
150,1,cm_02,20150629-064610 am,1.0,1435574836.183294,1435574836.913672,1435574837.914904,0.7303779125213623,1.7316100597381592,1
151,1,cm_03,20150629-064610 am,1.0,1435574836.224761,1435574836.224989,1435574837.227018,0.00022792816162109375,1.0022571086883545,1
152,1,cm_03,20150629-064610 am,1.0,1435574836.798556,1435574837.228099,1435574838.229101,0.42954301834106445,1.4305448532104492,1
154,1,cm_01,20150629-064610 am,1.0,1435574837.608304,1435574838.000137,1435574839.001442,0.3918330669403076,1.3931379318237305,1
155,1,cm_02,20150629-064610 am,1.0,1435574837.713813,1435574837.916397,1435574838.917641,0.20258402824401855,1.2038278579711914,1
156,1,cm_03,20150629-064610 am,1.0,1435574837.762366,1435574838.229996,1435574839.231263,0.46762990951538086,1.4688968658447266,1
158,1,cm_01,20150629-064610 am,1.0,1435574838.190255,1435574839.00385,1435574840.005117,0.8135950565338135,1.8148620128631592,1
159,1,cm_02,20150629-064610 am,1.0,1435574838.351286,1435574838.920101,1435574839.921572,0.5688149929046631,1.5702860355377197,1
160,1,cm_03,20150629-064610 am,1.0,1435574838.703645,1435574839.233124,1435574840.23444,0.5294790267944336,1.5307950973510742,1
162,1,cm_02,20150629-064610 am,1.0,1435574838.942506,1435574839.922703,1435574840.923919,0.9801969528198242,1.9814128875732422,1
163,1,cm_01,20150629-064610 am,1.0,1435574839.262234,1435574840.006091,1435574841.007312,0.7438571453094482,1.7450780868530273,1
164,1,cm_03,20150629-064610 am,1.0,1435574839.548045,1435574840.235414,1435574841.236587,0.6873691082000732,1.688542127609253,1
